timestamp,power_w,appliance_label
2026-05-20 06:00:00,0.0,geyser
2026-05-20 06:00:01,2200.0,geyser
2026-05-20 06:00:02,2210.0,geyser
2026-05-20 06:00:03,2195.0,geyser
2026-05-20 06:00:04,2205.0,geyser
2026-05-20 06:00:05,2200.0,geyser
2026-05-20 06:00:06,2198.0,geyser
2026-05-20 06:00:07,2202.0,geyser
2026-05-20 06:00:08,0.0,geyser
2026-05-20 06:00:09,0.0,geyser
2026-05-20 06:00:10,2201.0,geyser
2026-05-20 06:00:11,2199.0,geyser
2026-05-20 06:00:12,2205.0,geyser
2026-05-20 06:00:13,2197.0,geyser
2026-05-20 06:00:14,2203.0,geyser
2026-05-20 06:00:15,0.0,geyser
2026-05-20 06:00:00,5.0,fridge
2026-05-20 06:00:01,155.0,fridge
2026-05-20 06:00:02,158.0,fridge
2026-05-20 06:00:03,160.0,fridge
2026-05-20 06:00:04,5.0,fridge
2026-05-20 06:00:05,5.0,fridge
2026-05-20 06:00:06,155.0,fridge
2026-05-20 06:00:07,160.0,fridge
2026-05-20 06:00:08,157.0,fridge
2026-05-20 06:00:09,5.0,fridge
2026-05-20 06:00:10,5.0,fridge
2026-05-20 06:00:11,158.0,fridge
2026-05-20 06:00:12,161.0,fridge
2026-05-20 06:00:13,155.0,fridge
2026-05-20 06:00:14,5.0,fridge
2026-05-20 06:00:15,5.0,fridge
2026-05-20 06:00:00,0.0,iron
2026-05-20 06:00:01,1150.0,iron
2026-05-20 06:00:02,1140.0,iron
2026-05-20 06:00:03,1155.0,iron
2026-05-20 06:00:04,1148.0,iron
2026-05-20 06:00:05,0.0,iron
2026-05-20 06:00:06,0.0,iron
2026-05-20 06:00:07,1152.0,iron
2026-05-20 06:00:08,1145.0,iron
2026-05-20 06:00:09,0.0,iron
2026-05-20 06:00:10,0.0,iron
2026-05-20 06:00:11,1150.0,iron
2026-05-20 06:00:12,1155.0,iron
2026-05-20 06:00:13,0.0,iron
2026-05-20 06:00:14,0.0,iron
2026-05-20 06:00:15,1148.0,iron
2026-05-20 06:00:00,0.0,washing_machine
2026-05-20 06:00:01,350.0,washing_machine
2026-05-20 06:00:02,700.0,washing_machine
2026-05-20 06:00:03,710.0,washing_machine
2026-05-20 06:00:04,700.0,washing_machine
2026-05-20 06:00:05,400.0,washing_machine
2026-05-20 06:00:06,390.0,washing_machine
2026-05-20 06:00:07,700.0,washing_machine
2026-05-20 06:00:08,720.0,washing_machine
2026-05-20 06:00:09,100.0,washing_machine
2026-05-20 06:00:10,100.0,washing_machine
2026-05-20 06:00:11,700.0,washing_machine
2026-05-20 06:00:12,710.0,washing_machine
2026-05-20 06:00:13,350.0,washing_machine
2026-05-20 06:00:14,0.0,washing_machine
2026-05-20 06:00:15,0.0,washing_machine
2026-05-20 06:00:00,80.0,tv
2026-05-20 06:00:01,120.0,tv
2026-05-20 06:00:02,118.0,tv
2026-05-20 06:00:03,121.0,tv
2026-05-20 06:00:04,119.0,tv
2026-05-20 06:00:05,5.0,tv
2026-05-20 06:00:06,5.0,tv
2026-05-20 06:00:07,120.0,tv
2026-05-20 06:00:08,122.0,tv
2026-05-20 06:00:09,118.0,tv
2026-05-20 06:00:10,5.0,tv
2026-05-20 06:00:11,5.0,tv
2026-05-20 06:00:12,120.0,tv
2026-05-20 06:00:13,119.0,tv
2026-05-20 06:00:14,121.0,tv
2026-05-20 06:00:15,5.0,tv
2026-05-20 06:00:00,0.0,mixer_grinder
2026-05-20 06:00:01,600.0,mixer_grinder
2026-05-20 06:00:02,620.0,mixer_grinder
2026-05-20 06:00:03,610.0,mixer_grinder
2026-05-20 06:00:04,0.0,mixer_grinder
2026-05-20 06:00:05,0.0,mixer_grinder
2026-05-20 06:00:06,615.0,mixer_grinder
2026-05-20 06:00:07,605.0,mixer_grinder
2026-05-20 06:00:08,0.0,mixer_grinder
2026-05-20 06:00:09,0.0,mixer_grinder
2026-05-20 06:00:10,610.0,mixer_grinder
2026-05-20 06:00:11,618.0,mixer_grinder
2026-05-20 06:00:12,0.0,mixer_grinder
2026-05-20 06:00:13,0.0,mixer_grinder
2026-05-20 06:00:14,612.0,mixer_grinder
2026-05-20 06:00:15,0.0,mixer_grinder
2026-05-20 06:00:00,55.0,fan
2026-05-20 06:00:01,60.0,fan
2026-05-20 06:00:02,62.0,fan
2026-05-20 06:00:03,61.0,fan
2026-05-20 06:00:04,60.0,fan
2026-05-20 06:00:05,60.0,fan
2026-05-20 06:00:06,62.0,fan
2026-05-20 06:00:07,61.0,fan
2026-05-20 06:00:08,60.0,fan
2026-05-20 06:00:09,63.0,fan
2026-05-20 06:00:10,60.0,fan
2026-05-20 06:00:11,61.0,fan
2026-05-20 06:00:12,60.0,fan
2026-05-20 06:00:13,62.0,fan
2026-05-20 06:00:14,60.0,fan
2026-05-20 06:00:15,61.0,fan
2026-05-20 06:00:00,45.0,laptop_charger
2026-05-20 06:00:01,65.0,laptop_charger
2026-05-20 06:00:02,67.0,laptop_charger
2026-05-20 06:00:03,66.0,laptop_charger
2026-05-20 06:00:04,65.0,laptop_charger
2026-05-20 06:00:05,64.0,laptop_charger
2026-05-20 06:00:06,66.0,laptop_charger
2026-05-20 06:00:07,65.0,laptop_charger
2026-05-20 06:00:08,67.0,laptop_charger
2026-05-20 06:00:09,65.0,laptop_charger
2026-05-20 06:00:10,64.0,laptop_charger
2026-05-20 06:00:11,66.0,laptop_charger
2026-05-20 06:00:12,65.0,laptop_charger
2026-05-20 06:00:13,67.0,laptop_charger
2026-05-20 06:00:14,65.0,laptop_charger
2026-05-20 06:00:15,64.0,laptop_charger
